class_name,order_name,family,genus,species,common_name,tsn_id,iucn_id,wi_taxon_guid
Aves,Galliformes,Cracidae,Crax,blumenbachii,Red-billed Curassow,175759,22678544,e5ae5748-ea92-4280-9221-67e6a88b6b07
Aves,Galliformes,Cracidae,Crax,daubentoni,Yellow-knobbed Curassow,175760,22678530,0a965bdb-6493-46f3-a5e9-80e88dcc2edc
Aves,Galliformes,Cracidae,Crax,fasciolata,Bare-faced Curassow,175761,45092100,c17f977b-3f04-41e1-9ad2-4958a0a18a4c
Aves,Galliformes,Cracidae,Crax,globulosa,Wattled Curassow,175762,22678537,83cdfec5-604a-4e02-9bc1-989c6619be8e
Aves,Galliformes,Cracidae,Crax,rubra,Great Curassow,175765,22678521,df1ec79b-6867-4737-9f73-17153f6c4e49
Aves,Galliformes,Cracidae,Mitu,mitu,Alagoas Curassow,553817,22678486,825b7e3f-732d-4bd7-907c-53835514b759
Aves,Galliformes,Cracidae,Mitu,salvini,Salvin's Curassow,553815,22678472,d9880c5a-b487-4ef0-8e26-39b2b40a06b7
Aves,Galliformes,Cracidae,Mitu,tomentosum,Crestless Curassow,715222,22678464,f88f0550-2fd9-4d7b-ba0d-713a14cf2588
Aves,Galliformes,Cracidae,Mitu,tuberosum,Razor-billed Curassow,715223,22678478,801de244-bcfb-49e3-9c1b-8bcba0e796f3
Aves,Galliformes,Cracidae,Nothocrax,urumutum,Nocturnal Curassow,175755,22678461,6c112b2c-b427-4b7e-8f11-b720c989abf3
Aves,Galliformes,Cracidae,Oreophasis,derbianus,Horned Guan,175753,22678453,5cbb3976-4d4e-4383-b4d6-d73677db34c6
Aves,Galliformes,Cracidae,Ortalis,canicollis,Chaco Chachalaca,175719,22678328,f8396264-caac-4612-b880-c60b4d0939ae
Aves,Galliformes,Cracidae,Ortalis,cinereiceps,Grey-headed Chachalaca,553805,22678308,b9dffe8b-9e1a-4dbb-b671-c958f7431c07
Aves,Galliformes,Cracidae,Ortalis,columbiana,Colombian Chachalaca,715231,22728519,766b4c7a-a242-4aa8-b282-ef32d243d900
Aves,Galliformes,Cracidae,Ortalis,erythroptera,Rufous-headed Chachalaca,175721,22678318,bec8f1d4-044b-4121-91a4-e94ae1a892db
Aves,Galliformes,Cracidae,Ortalis,garrula,Chestnut-winged Chachalaca,175722,22678312,d6e136a3-d232-4bb6-8cf5-22c60320ea31
Aves,Galliformes,Cracidae,Ortalis,guttata,Speckled Chachalaca,553808,22727307,1d142c89-bc4e-4314-a638-18bbdfb51359
Aves,Galliformes,Cracidae,Ortalis,leucogastra,White-bellied Chachalaca,553807,22678331,bfa2dd49-8ba7-434e-9ed9-43ba5474d65f
Aves,Galliformes,Cracidae,Ortalis,motmot,Little Chachalaca,175724,22678342,8be6524f-9e9a-4229-bacc-12ffa554ec33
Aves,Galliformes,Cracidae,Ortalis,poliocephala,West Mexican Chachalaca,175726,22678325,024e7119-5898-45c4-beb1-c03cfa9cfb93
Aves,Galliformes,Cracidae,Ortalis,ruficauda,Rufous-vented Chachalaca,175725,22678315,f4ee8e74-6101-4f02-8768-9efdd0db1755
Aves,Galliformes,Cracidae,Ortalis,superciliaris,Buff-browed Chachalaca,553809,22678348,f4b6e748-5a5f-4799-ba7d-3b32facfd126
Aves,Galliformes,Cracidae,Ortalis,vetula,Plain Chachalaca,175716,22678305,c334b775-63f2-4b74-a965-ba4a023e926b
Aves,Galliformes,Cracidae,Ortalis,wagleri,Rufous-bellied Chachalaca,553806,22678322,cb586587-1529-4171-8791-1542e9376196
Aves,Galliformes,Cracidae,Pauxi,pauxi,Helmeted Curassow,553818,22678497,a0688c49-e745-4981-963f-e120e0b36e52
Aves,Galliformes,Cracidae,Pauxi,unicornis,Horned Curassow,553819,45090397,ce3bf8c1-1067-4603-a429-4d594d8d53ae
Aves,Galliformes,Cracidae,Penelope,albipennis,White-winged Guan,175728,22678382,9ec5cd1f-cbda-4d17-bea0-d58352b6a36d
Aves,Galliformes,Cracidae,Penelope,argyrotis,Band-tailed Guan,175730,22678354,eb9617e3-e699-48da-86ca-50c0cb77dc11
Aves,Galliformes,Cracidae,Penelope,barbata,Bearded Guan,175729,22678357,29fcca3f-5638-4f5a-a41e-f94429c8a393
Aves,Galliformes,Cracidae,Penelope,dabbenei,Red-faced Guan,175731,22678373,c30ed1e7-29e5-410e-be90-701d73695ce2
Aves,Galliformes,Cracidae,Penelope,jacquacu,Spix's Guan,175732,22678386,6071f8bb-793d-45f5-9013-8668014e86e3
Aves,Galliformes,Cracidae,Penelope,jacucaca,White-browed Guan,175733,22678398,8cd6836c-aec1-4017-aef4-56ca95f00ec7
Aves,Galliformes,Cracidae,Penelope,marail,Marail Guan,175734,22678367,ebd26dab-6f7a-418d-a46b-bb10976d7f6a
Aves,Galliformes,Cracidae,Penelope,montagnii,Andean Guan,175735,22678364,dd664b5d-f909-4c5a-88c2-0e86eeaa48cd
Aves,Galliformes,Cracidae,Penelope,obscura,Dusky-legged Guan,175736,22678389,f4932b4a-70ac-410d-853b-7e4b119068d7
Aves,Galliformes,Cracidae,Penelope,ochrogaster,Chestnut-bellied Guan,175737,22678395,3452992d-4db4-47ac-be46-a69a63a83e5c
Aves,Galliformes,Cracidae,Penelope,ortoni,Baudo Guan,175738,22678360,ab1db1f1-56f2-4ae4-a521-26236736115e
Aves,Galliformes,Cracidae,Penelope,perspicax,Cauca Guan,175739,22678379,5f967e8f-f7c4-44e3-861b-0db4943a3a2d
Aves,Galliformes,Cracidae,Penelope,pileata,White-crested Guan,175740,22678392,0dfe2a50-9a3b-4d43-b3b4-05e0ddd6f08f
Aves,Galliformes,Cracidae,Penelope,purpurascens,Crested Guan,175741,22678376,a3ae05b8-c9f9-423b-b0c3-0c99243d184d
Aves,Galliformes,Cracidae,Penelope,superciliaris,Rusty-margined Guan,175742,22678370,9f152289-08b9-475d-83e3-346d9fbd0297
Aves,Galliformes,Cracidae,Penelopina,nigra,Highland Guan,175751,22678449,057b53f1-9187-43aa-9f72-a08731b20a75
Aves,Galliformes,Cracidae,Pipile,cujubi,Red-throated Piping-guan,553812,22678422,8646e85e-a828-4770-99a0-0219e81d355f
Aves,Galliformes,Cracidae,Pipile,cumanensis,Blue-throated Piping-guan,553811,22727323,37ee3aa1-ba29-4700-b8fb-76a338fe1dbc
Aves,Galliformes,Cracidae,Pipile,jacutinga,Black-fronted Piping-guan,553813,22678429,9e0f6114-aa4e-4b8d-9544-34c847f545f8
Aves,Galliformes,Cracidae,Pipile,pipile,Trinidad Piping-guan,553810,22678401,bb760a40-8e3c-427b-8eaa-c4c40280129e
Aves,Galliformes,Megapodiidae,Aepypodius,arfakianus,Wattled Brush-turkey,175710,22678555,3c0f494b-789a-4fc4-9c9e-16c71a0a1dc0
Aves,Galliformes,Megapodiidae,Aepypodius,bruijnii,Bruijn's Brush-turkey,175711,22678559,91164794-3ec5-4297-aece-80744864464e
Aves,Galliformes,Megapodiidae,Alectura,lathami,Australian Brush-turkey,175704,22678551,f480a5f5-4d73-4766-a58e-aebe2ae7e0bd
Aves,Galliformes,Megapodiidae,Eulipoa,wallacei,Moluccan Megapode,715224,22678632,51c2846c-0402-4bf6-adb9-6ef0563ae8c8
Aves,Galliformes,Megapodiidae,Leipoa,ocellata,Malleefowl,175702,22678646,491708bc-67e3-45fd-ac39-b88a99a164ec
Aves,Galliformes,Megapodiidae,Macrocephalon,maleo,Maleo,175713,22678576,289a0e48-eb79-49dd-854b-0e18ae9d5437
Aves,Galliformes,Megapodiidae,Megapodius,bernsteinii,Sula Megapode,553823,22678593,559f4243-7e1e-42c7-a4d7-61099d42ef29
Aves,Galliformes,Megapodiidae,Megapodius,cumingii,Tabon Megapode,553822,22678588,8287674b-7d19-4763-803d-a4fc6a4726ea
Aves,Galliformes,Megapodiidae,Megapodius,eremita,Melanesian Megapode,553826,22678611,c71153d5-1ab5-4a60-9911-f5139f6b3224
Aves,Galliformes,Megapodiidae,Megapodius,freycinet,Dusky Megapode,175697,22678602,3a6b11fc-ba5a-4cf4-862d-147791336935
Aves,Galliformes,Megapodiidae,Megapodius,geelvinkianus,Biak Megapode,715226,22728514,fc8937a0-dc32-4173-8e97-fb115050bf0d
Aves,Galliformes,Megapodiidae,Megapodius,laperouse,Micronesian Megapode,175698,22678620,af16b482-688c-4a43-a3a7-d78b5cea7668
Aves,Galliformes,Megapodiidae,Megapodius,layardi,Vanuatu Megapode,553827,22678615,bc880191-1140-4b8f-b2cb-6437eda32587
Aves,Galliformes,Megapodiidae,Megapodius,nicobariensis,Nicobar Megapode,553821,22678583,8a7c6b6e-2d35-4fc6-9a67-3929ba189195
Aves,Galliformes,Megapodiidae,Megapodius,pritchardii,Polynesian Megapode,553828,22678625,f2b4a010-993e-43e8-b6dd-a3fd31321d36
Aves,Galliformes,Megapodiidae,Megapodius,reinwardt,Orange-footed Megapode,553824,22734302,876304b1-0923-4d10-825c-cb8e954d5adf
Aves,Galliformes,Megapodiidae,Megapodius,tenimberensis,Tanimbar Megapode,715225,22732420,d129ddb6-ec93-4d11-be73-52a5be8bd963
Aves,Galliformes,Megapodiidae,Talegalla,cuvieri,Red-billed Brush-turkey,175706,22678564,db129215-9580-4032-9388-e238f461a62c
Aves,Galliformes,Megapodiidae,Talegalla,fuscirostris,Black-billed Brush-turkey,553820,22678568,7d2a2db6-6340-45b3-b251-aa0a0c0548dd
Aves,Galliformes,Megapodiidae,Talegalla,jobiensis,Brown-collared Brush-turkey,175708,22678572,cdb3e941-9228-4eb6-9fcf-c4b3f0a3a560
Aves,Galliformes,Numididae,Acryllium,vulturinum,Vulturine Guineafowl,176133,22679572,502958f0-482d-4a66-96d8-5018edd893ee
Aves,Galliformes,Numididae,Agelastes,meleagrides,White-breasted Guineafowl,176123,22679545,c2b23a09-0bf1-4afc-8677-be0f74d4bef8
Aves,Galliformes,Numididae,Agelastes,niger,Black Guineafowl,176124,22679551,fdead9ba-c38d-4e6f-9a41-81f3996d77a0
Aves,Galliformes,Numididae,Guttera,plumifera,Plumed Guineafowl,176130,22679560,31ef4fb6-290e-43b8-8d1e-aef63eff86f4
Aves,Galliformes,Numididae,Guttera,pucherani,Crested Guineafowl,176131,22725212,d4817787-1c5b-4dfe-9251-03c759845951
Aves,Galliformes,Numididae,Numida,meleagris,Helmeted Guineafowl,176126,22679555,83133617-8358-4910-82ee-4c23e40ba3dc
Aves,Galliformes,Odontophoridae,Callipepla,californica,California Quail,175876,22679603,daf972d0-b038-4d10-8862-01d0e590e551
Aves,Galliformes,Odontophoridae,Callipepla,douglasii,Elegant Quail,553899,22679597,93a52012-e917-452f-aa1b-b49823c60ba9
Aves,Galliformes,Odontophoridae,Callipepla,gambelii,Gambel's Quail,175877,22679609,0a98cd67-7823-4417-9d05-0329278c13f0
Aves,Galliformes,Odontophoridae,Callipepla,squamata,Scaled Quail,175872,22679594,c2f750e1-c319-4893-bafb-065a5356b857
Aves,Galliformes,Odontophoridae,Colinus,cristatus,Crested Bobwhite,175869,45093141,de3c8f8c-d557-450f-aae5-b7c72aba132d
Aves,Galliformes,Odontophoridae,Colinus,nigrogularis,Black-throated Bobwhite,175870,22679623,65a39665-237f-4fa1-b057-37e622ec26b1
Aves,Galliformes,Odontophoridae,Colinus,virginianus,Northern Bobwhite,175863,22728956,58fffdb4-419a-460c-93c2-68849dc7570a
Aves,Galliformes,Odontophoridae,Cyrtonyx,montezumae,Montezuma Quail,175900,22728212,ceb4d358-4cac-44ce-95a0-b016780e6028
Aves,Galliformes,Odontophoridae,Cyrtonyx,ocellatus,Ocellated Quail,175903,22679717,50296276-2f29-4616-8633-73786a64f9cd
Aves,Galliformes,Odontophoridae,Dactylortyx,thoracicus,Singing Quail,175941,22679708,bff76c5d-ad02-4dd1-9cb7-6d4b91a63a8a
Aves,Galliformes,Odontophoridae,Dendrortyx,barbatus,Bearded Wood-partridge,175920,22679576,b0cf0d5c-7609-49ff-b31e-20394b4bb71d
Aves,Galliformes,Odontophoridae,Dendrortyx,leucophrys,Buffy-crowned Wood-partridge,175921,22679586,4cd35ca9-10bd-4455-a5ee-be9b39dde6e2
Aves,Galliformes,Odontophoridae,Dendrortyx,macroura,Long-tailed Wood-partridge,553898,22679581,06b74950-ddf9-44b9-97b5-1502d32beec1
Aves,Galliformes,Odontophoridae,Odontophorus,atrifrons,Black-fronted Wood-quail,175926,22679650,0d280b4a-1449-458e-81fa-310e4463908a
Aves,Galliformes,Odontophoridae,Odontophorus,balliviani,Stripe-faced Wood-quail,175927,22679693,db2b51d0-3dc4-49ee-af5d-cff0d2632163
Aves,Galliformes,Odontophoridae,Odontophorus,capueira,Spot-winged Wood-quail,175928,22679635,f9df05ce-04f5-4211-b2b5-580e995ccd20
Aves,Galliformes,Odontophoridae,Odontophorus,columbianus,Venezuelan Wood-quail,175929,22679683,08c80c87-ae0b-4a88-8c5e-6327dab2e9a3
Aves,Galliformes,Odontophoridae,Odontophorus,dialeucos,Tacarcuna Wood-quail,175930,22679673,79b3e7c2-7c32-4350-b00e-20e89bb5a6e1
Aves,Galliformes,Odontophoridae,Odontophorus,erythrops,Rufous-fronted Wood-quail,175931,22679645,a23759e7-93b3-4db2-90df-4346c7c5ec5c
Aves,Galliformes,Odontophoridae,Odontophorus,gujanensis,Marbled Wood-quail,175932,22679630,2e27888e-c1cd-401b-a595-1888738ce293
Aves,Galliformes,Odontophoridae,Odontophorus,guttatus,Spotted Wood-quail,175933,22679703,5a1cb826-f702-4fa6-9a18-dc0b89d4e16b
Aves,Galliformes,Odontophoridae,Odontophorus,hyperythrus,Chestnut Wood-quail,175934,22679655,82100cd8-7707-4025-857a-03fc5d3f75c2
Aves,Galliformes,Odontophoridae,Odontophorus,leucolaemus,Black-breasted Wood-quail,175935,22679688,f90d4fad-59e0-4e14-bbae-20ca9bbf3369
Aves,Galliformes,Odontophoridae,Odontophorus,melanonotus,Dark-backed Wood-quail,175936,22679663,1ce0195c-302d-4f8f-8ba6-0eaab4d3a080
Aves,Galliformes,Odontophoridae,Odontophorus,melanotis,Black-eared Wood-quail,553900,22679640,a5253362-5378-45e7-895b-970476212410
Aves,Galliformes,Odontophoridae,Odontophorus,speciosus,Rufous-breasted Wood-quail,175937,22679668,a7ac236e-bf9c-4582-ac0e-01dcbd244240
Aves,Galliformes,Odontophoridae,Odontophorus,stellatus,Starred Wood-quail,175938,22679698,f3c986f4-8ba1-4782-9945-68462ffcd1df
Aves,Galliformes,Odontophoridae,Odontophorus,strophium,Gorgeted Wood-quail,175939,22679678,2a42cf93-88ad-4532-bb6e-342a29c72a11
Aves,Galliformes,Odontophoridae,Oreortyx,pictus,Mountain Quail,175893,22679591,5ff8c8fd-372e-4bfb-8ca2-18e33780c797
Aves,Galliformes,Odontophoridae,Philortyx,fasciatus,Banded Quail,175924,22679615,d04cb562-0a4f-43b1-aa3f-e42c28ba1810
Aves,Galliformes,Odontophoridae,Rhynchortyx,cinctus,Tawny-faced Quail,175943,22679720,43a49926-46aa-4c98-bcfe-d5eeab431c3c
Aves,Galliformes,Phasianidae,Afropavo,congensis,Congo Peafowl,553890,22679430,9f106ad1-6daa-40f2-857a-9b09fddf3715
Aves,Galliformes,Phasianidae,Alectoris,barbara,Barbary Partridge,175909,22678707,bdfed78f-2ff3-4314-82ac-d879679a77cd
Aves,Galliformes,Phasianidae,Alectoris,chukar,Chukar,175908,22678691,6bcf68d5-79c3-4779-b630-9aea80fb6b0f
Aves,Galliformes,Phasianidae,Alectoris,graeca,Rock Partridge,175910,22678684,83379ccf-4c97-4faf-b626-79893dcd2ba1
Aves,Galliformes,Phasianidae,Alectoris,magna,Rusty-necklaced Partridge,175911,22678703,562a06be-01ad-4092-aeec-e9d3d641125b
Aves,Galliformes,Phasianidae,Alectoris,melanocephala,Arabian Partridge,175912,22678714,b14358d9-7ff0-49d1-b87e-851b5a22e812
Aves,Galliformes,Phasianidae,Alectoris,philbyi,Philby's Partridge,553830,22678698,27487751-46dc-47e0-af6c-76276f7e75e2
Aves,Galliformes,Phasianidae,Alectoris,rufa,Red-legged Partridge,175913,22678711,e9bc6035-c9d8-4098-ab1c-1e2936610978
Aves,Galliformes,Phasianidae,Ammoperdix,griseogularis,See-see Partridge,175947,22678652,5e73081a-320c-4845-ae3a-77995f3d1892
Aves,Galliformes,Phasianidae,Ammoperdix,heyi,Sand Partridge,175948,22678657,08e6daf3-fe8a-4f30-81dd-9b309d411754
Aves,Galliformes,Phasianidae,Anurophasis,monorthonyx,Snow Mountain Quail,175959,22678993,9760575b-7f26-49fc-9992-66968b5cd5c4
Aves,Galliformes,Phasianidae,Arborophila,ardens,Hainan Partridge,176023,22679063,f2a325f7-fa15-4327-90bf-5d614704fd0c
Aves,Galliformes,Phasianidae,Arborophila,atrogularis,White-cheeked Partridge,176024,22679023,baf31f2f-c2a2-48cd-8bad-158b95f1f029
Aves,Galliformes,Phasianidae,Arborophila,brunneopectus,Bar-backed Partridge,176025,22679032,60ccc8d1-1b22-4f51-8002-884d9140de0f
Aves,Galliformes,Phasianidae,Arborophila,cambodiana,Chestnut-headed Partridge,176026,22679057,5e3e8d71-30f6-4596-bafb-8c686778408f
Aves,Galliformes,Phasianidae,Arborophila,campbelli,Malaysian Partridge,677547,22734742,7821f86f-2a59-444e-bb81-02e9ca8763d6
Aves,Galliformes,Phasianidae,Arborophila,charltonii,Chestnut-necklaced Partridge,553876,22727395,92cd2ae2-c8ac-40e2-b3a0-8774076c820f
Aves,Galliformes,Phasianidae,Arborophila,chloropus,Scaly-breasted Partridge,176028,22731882,823b8487-b428-47d6-96da-2d9a90c3c0ce
Aves,Galliformes,Phasianidae,Arborophila,crudigularis,Taiwan Partridge,176029,22679026,be15c895-8f65-4f70-9be4-fa58b6b1fce1
Aves,Galliformes,Phasianidae,Arborophila,davidi,Orange-necked Partridge,176030,22679054,39cdc444-a14d-4cfb-8970-2e9fe4845c1e
Aves,Galliformes,Phasianidae,Arborophila,gingica,White-necklaced Partridge,176031,22679050,b4388a09-c45c-481f-9098-3885c177a1bc
Aves,Galliformes,Phasianidae,Arborophila,hyperythra,Red-breasted Partridge,176032,22679047,3ff01628-a520-4c7e-9e81-5a891b1d9432
Aves,Galliformes,Phasianidae,Arborophila,javanica,Chestnut-bellied Partridge,176033,22679044,87062584-27d7-4faf-849f-2bbc8da23209
Aves,Galliformes,Phasianidae,Arborophila,mandellii,Chestnut-breasted Partridge,176034,22679029,3f5f8b42-90fe-455b-8fed-6e372c92cfcd
Aves,Galliformes,Phasianidae,Arborophila,orientalis,White-faced Partridge,176036,22679038,5e79b8dc-4fdb-4dc3-be4c-e7349e38a1a9
Aves,Galliformes,Phasianidae,Arborophila,rolli,Roll's Partridge,677548,22732183,30debd20-7105-4989-96a6-f0cebdc0e179
Aves,Galliformes,Phasianidae,Arborophila,rubrirostris,Red-billed Partridge,176037,22679060,32f00f0a-aa59-49d0-864d-a80b306de880
Aves,Galliformes,Phasianidae,Arborophila,rufipectus,Sichuan Partridge,176038,22679035,b01448db-57e0-407b-9a9e-7a8a99be886f
Aves,Galliformes,Phasianidae,Arborophila,rufogularis,Rufous-throated Partridge,176039,22679020,843ab0d1-e748-4fdd-957e-59357e99db01
Aves,Galliformes,Phasianidae,Arborophila,sumatrana,Grey-breasted Partridge,677549,22729814,75090da1-d6c1-46a5-b3d0-b5c88ce800ea
Aves,Galliformes,Phasianidae,Arborophila,torqueola,Hill Partridge,176040,22679017,8d78e79b-0792-4a1a-a64f-6f388b07f831
Aves,Galliformes,Phasianidae,Argusianus,argus,Great Argus,176111,22725006,4dfd5ebc-5fb6-4a11-b150-4b2ee588091f
Aves,Galliformes,Phasianidae,Bambusicola,fytchii,Mountain Bamboo-partridge,176050,22679114,5e3df9dd-0c66-46ef-aaba-6712a83455a9
