class_name,order_name,family,genus,species,common_name,tsn_id,iucn_id,wi_taxon_guid
Aves,Passeriformes,Corvidae,Nucifraga,caryocatactes,Northern Nutcracker,561630,103727252,a80d55c2-5fdf-4055-b01b-d697421145fb
Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Clark's Nutcracker,179750,22705909,13ba39f3-908b-49f9-a4e3-0ecb019d8afb
Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Grey Jay,179667,22705783,0a4869c1-f645-4e76-9b30-5a1ff0ab9adf
Aves,Passeriformes,Corvidae,Perisoreus,infaustus,Siberian Jay,561934,22705775,19a0667f-1a05-4485-ad1f-0f9974753383
Aves,Passeriformes,Corvidae,Perisoreus,internigrans,Sichuan Jay,561935,22705778,95a92b14-1561-4e53-a716-06ff12d56aa7
Aves,Passeriformes,Corvidae,Pica,nutalli,Yellow-billed Magpie,179723,22705874,c1750080-1f8e-4238-b121-066d700f1641
Aves,Passeriformes,Corvidae,Pica,pica,Eurasian Magpie,179720,103727048,150ad16d-6c56-437e-9948-222a3967b6f7
Aves,Passeriformes,Corvidae,Platylophus,galericulatus,Crested Jay,562255,22705602,e6431cc5-0e53-454d-8c89-95b34fcb54ac
Aves,Passeriformes,Corvidae,Platysmurus,leucopterus,Malay Black Magpie,562263,103719039,82e02519-d2f8-4108-81f7-28b264c53dba
Aves,Passeriformes,Corvidae,Podoces,biddulphi,Xinjiang Ground-jay,562347,22705888,529658ec-02f8-499b-8a3c-2956d82b8069
Aves,Passeriformes,Corvidae,Podoces,hendersoni,Mongolian Ground-jay,562348,22705883,2251a6e3-f352-47c7-9ef1-c961ab417d62
Aves,Passeriformes,Corvidae,Podoces,panderi,Turkestan Ground-jay,562349,22705893,d1aba82f-8a2c-49f3-aca9-cbf05e57b04e
Aves,Passeriformes,Corvidae,Podoces,pleskei,Iranian Ground-jay,562350,22705898,d996d1a2-e1af-4945-9b45-e497a86591be
Aves,Passeriformes,Corvidae,Ptilostomus,afer,Piapiac,562593,22705925,d1d2310b-d73f-4b00-a4e4-f671cbe0f88c
Aves,Passeriformes,Corvidae,Pyrrhocorax,graculus,Yellow-billed Chough,562652,22705921,b13afeeb-9334-49ef-ad76-f6a2d1404c15
Aves,Passeriformes,Corvidae,Pyrrhocorax,pyrrhocorax,Red-billed Chough,562653,22705916,e9397826-e400-43db-bdee-68343f817521
Aves,Passeriformes,Corvidae,Temnurus,temnurus,Ratchet-tailed Treepie,563349,22705862,1b2a3e16-faf8-46b1-9e40-83f7d0f3bfb6
Aves,Passeriformes,Corvidae,Urocissa,caerulea,Taiwan Magpie,563645,22705793,a6579c12-03b6-4d4a-913c-bd764a2bf056
Aves,Passeriformes,Corvidae,Urocissa,erythroryncha,Blue Magpie,916625,22705802,389cef00-abbf-4624-a16b-c90ce0fba691
Aves,Passeriformes,Corvidae,Urocissa,flavirostris,Gold-billed Magpie,563647,22705798,0ec81b1d-371d-4c05-a559-846bb893d70c
Aves,Passeriformes,Corvidae,Urocissa,ornata,Sri Lanka Magpie,563648,22705787,16b41498-ccf0-4e99-8dae-d9b2d78a07c9
Aves,Passeriformes,Corvidae,Urocissa,whiteheadi,White-winged Magpie,563649,103719392,c21f9525-5189-49bd-b5c5-a6997fdb1e17
Aves,Passeriformes,Corvidae,Zavattariornis,stresemanni,Ethiopian Bush-crow,563769,22705877,abd3ef53-fee1-490c-8572-15480c25280f
Aves,Passeriformes,Dicaeidae,Dicaeum,hirundinaceum,Mistletoebird,559733,103777963,39bff504-9637-4be2-9131-0b8cb90cf466
Aves,Passeriformes,Estrildidae,Poephila,acuticauda,Long-tailed Finch,562367,22719688,7ddf3054-848f-4942-8b66-2a666156905e
Aves,Passeriformes,Estrildidae,Taeniopygia,guttata,Zebra Finch,563276,103817982,b70e5c5f-4516-420f-a029-74785eb22a9b
Aves,Passeriformes,Icteridae,Quiscalus,mexicanus,Great-tailed Grackle,179109,22724308,5feae9b9-02b6-4d4e-8a88-5e4da1693fcd
Aves,Passeriformes,Leiotrichidae,Garrulax,leucolophus,White-crested Laughingthrush,560184,22734757,07446a4c-36ba-4ea4-b43e-be2b56e5899d
Aves,Passeriformes,Locustellidae,Cincloramphus,mathewsi,Rufous Songlark,559281,22715514,751c9deb-9959-490f-83af-f2571df6f359
Aves,Passeriformes,Maluridae,Malurus,lamberti,Variegated Fairy-wren,560976,22703744,011258ab-d705-42eb-905c-f4e3aa0cb6ff
Aves,Passeriformes,Maluridae,Malurus,melanocephalus,Red-backed Fairy-wren,560978,22703728,883fa071-1c3a-40ef-973d-f0f23106533d
Aves,Passeriformes,Meliphagidae,,,Unknown Honeyeater,85,85,4a89af4c-463c-4a23-ac48-df12225ab980
Aves,Passeriformes,Meliphagidae,Lichenostomus,virescens,Singing Honeyeater,560805,22704061,1dc26bc5-6f87-4867-932c-c4437cfac2f1
Aves,Passeriformes,Meliphagidae,Lichmera,indistincta,Brown Honeyeater,560811,103684809,90f21129-54e3-433d-8a8b-b64ac5bfd568
Aves,Passeriformes,Meliphagidae,Manorina,flavigula,Yellow-throated Miner,560986,22704436,8a9fbf76-7e0e-4b6b-863f-d64252930f81
Aves,Passeriformes,Meliphagidae,Philemon,citreogularis,Little Friarbird,561986,22731197,d13c0969-f1ce-461f-981a-75b4ded8fbcf
Aves,Passeriformes,Meliphagidae,Ptilotula,keartlandi,Grey-headed Honeyeater,560795,22704082,985f0c87-0b67-4151-a45f-e57a3a46c04a
Aves,Passeriformes,Monarchidae,Grallina,cyanoleuca,Magpie-lark,560315,22707425,a3a6cd59-c9a5-4900-82ac-1dd804e281af
Aves,Passeriformes,Motacillidae,Anthus,novaeseelandiae,Australasian Pipit,558659,22718480,39188451-64d6-420b-9124-268e28fed647
Aves,Passeriformes,Muscicapidae,Phoenicurus,schisticeps,White-throated Redstart,562038,22710063,ecbb4b69-86ab-4d2f-b26c-c8f36e989804
Aves,Passeriformes,Pachycephalidae,Colluricincla,rufiventris,Grey Shrike-thrush,559385,22705561,cabc709b-ffb2-4151-a605-42050167fdc0
Aves,Passeriformes,Pachycephalidae,Pachycephala,rufiventris,Rufous Whistler,561777,22705537,cabc709b-ffb2-4151-a605-42050167fdc0
Aves,Passeriformes,Pardalotidae,Pardalotus,striatus,Striated Pardalote,561836,22704499,16dbe1ed-c08d-4b20-9415-71164f705b6c
Aves,Passeriformes,Petroicidae,Melanodryas,cucullata,Hooded Robin,561045,22704837,0961a500-e52b-45e3-88f2-b53846943c3f
Aves,Passeriformes,Pomatostomidae,Pomatostomus,temporalis,Grey-crowned Babbler,562403,22704983,d7c599e2-88ba-438a-87fa-5fa5565c4183
Aves,Passeriformes,Ptilonorhynchidae,Chlamydera,nuchalis,Great Bowerbird,559197,22703694,0e3aa834-f996-41d3-9e71-c819b7684b05
Aves,Passeriformes,Rhipiduridae,Rhipidura,tibicen,Willie Wagtail,562746,22706805,448f6912-7077-4155-9981-e0d13fda9930
Aves,Passeriformes,Turdidae,Turdus,grayi,Clay-colored Thrush,179768,22708914,baaf4c97-200b-4349-b5b9-fc7bd04fd755
Aves,Passeriformes,Turdidae,Turdus,migratorius,American Robin,179759,22708958,23140944-2bd7-46ce-819a-c26508c53d62
Aves,Passeriformes,Turdidae,Turdus,rubrocanus,Chestnut Thrush,563609,22708783,9f0db666-c22e-4292-b95e-77dd6913f9ae
Aves,Passeriformes,Turdidae,Zoothera,mollissima,Alpine Thrush,563802,103879258,35d66075-6b3c-42c5-ae02-93b00e2f2c86
Aves,Pelecaniformes,Ardeidae,Bubulcus,ibis,Cattle Egret,174803,22697109,ce2e0e86-5580-4ab4-974a-4970753a140f
Aves,Pelecaniformes,Ardeidae,Nyctanassa,violacea,Yellow-crowned Night-Heron,174842,22697203,ad05b76c-8b77-4892-89eb-38d6c46d02d1
Aves,Pelecaniformes,Ardeidae,Tigrisoma,mexicanum,Bare-throated Tiger-Heron,174883,22697259,518b5d97-995e-4b96-a53d-7b5f91c337e7
Aves,Pelecaniformes,Pelecanidae,PELECANUS,erythrorhynchos,American White Pelican,174684,9990006,07cb3a18-62e7-4f97-81db-70d03949944b
Aves,Pelecaniformes,Threskiornithidae,Bostrychia,olivacea,African Green Ibis,174960,22697472,0c0ba871-900e-4a87-955d-f707c5d73819
Aves,Piciformes,Picidae,Colaptes,auratus,Northern Red-shafted Flicker,178154,22726404,02799ea2-fba0-4883-b27e-b41ae387e884
Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed Woodpecker,178186,22680810,3a7272f0-5947-4f1a-9f93-31cc6c852569
Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Budgerigar,177597,22685223,fc4c1c38-1bd7-4732-90ea-efe6b5eb96f0
Aves,Pterocliformes,Pteroclidae,Syrrhaptes,paradoxus,Pallas’s Sandgrouse,177042,22692980,457aa82a-099d-482e-86b0-dae5500e609d
Aves,Strigiformes,,,,Owl species,6,6,35141382-0130-4e4d-b4ed-d7196b43eee1
Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing Owl,177946,9990011,d195f0ca-438e-4826-8fce-5e0de1ee27b6
Aves,Strigiformes,Strigidae,Ninox,connivens,Barking Owl,555477,22689394,d66fb182-8ee2-4f44-af89-52b0fbe218fd
Aves,Strigiformes,Strigidae,Ninox,novaeseelandiae,Southern Boobook,555480,62023843,f87ce884-d6ae-4fb8-9d4f-ccc06b4f6e54
Aves,Struthioniformes,Apterygidae,Apteryx,australis,Southern Brown Kiwi,174394,22678122,7bbe9a64-4f8a-4c32-b823-bfd683685a17
Aves,Struthioniformes,Apterygidae,Apteryx,haastii,Great Spotted Kiwi,553790,22678132,bf375ca0-f231-45d2-9cf2-38a3f91d1003
Aves,Struthioniformes,Apterygidae,Apteryx,mantelli,Northern Brown Kiwi,696087,45353580,b53898ab-15d5-43bf-a523-60b094ff8327
Aves,Struthioniformes,Apterygidae,Apteryx,owenii,Little Spotted Kiwi,553789,22678129,5d2e1482-5d96-4baf-8f19-32c255126b2e
Aves,Struthioniformes,Casuariidae,Casuarius,bennetti,Dwarf Cassowary,174388,22678111,5665784c-b5f9-41d2-82a1-914a193dfd0f
Aves,Struthioniformes,Casuariidae,Casuarius,casuarius,Southern Cassowary,553788,22678108,8981aeea-df7a-4cb7-b261-d09ec06b88a9
Aves,Struthioniformes,Casuariidae,Casuarius,unappendiculatus,Northern Cassowary,174390,22678114,c9595f3c-4e40-48b2-afdb-f153f24631d2
Aves,Struthioniformes,Dromaiidae,Dromaius,baudinianus,Kangaroo Island Emu,696085,22724449,41dc6ad6-9488-4ad3-bb11-d64b4c846ca3
Aves,Struthioniformes,Dromaiidae,Dromaius,minor,King Island Emu,696084,22728643,cafc8671-25e9-4664-b208-8cbfa87080d1
Aves,Struthioniformes,Dromaiidae,Dromaius,novaehollandiae,Emu,174385,22678117,3e6938fe-1de2-4508-8813-c15793a0f7b7
Aves,Struthioniformes,Rheidae,Rhea,americana,Greater Rhea,174379,22678073,71e22955-6a6e-497c-bc89-143116ef03ad
Aves,Struthioniformes,Rheidae,Rhea,pennata,Lesser Rhea,553787,22728199,268c8443-ba68-4d71-b985-f4cd259e7d81
Aves,Tinamiformes,Tinamidae,Crypturellus,cinereus,Cinereous Tinamou,174411,22678166,9be3bcca-70d6-41c1-8b42-67bd39e3011c
Aves,Tinamiformes,Tinamidae,Crypturellus,soui,Little Tinamou,174420,22678169,23a81cc4-9f19-47fe-ba82-69759224b603
Mammalia,,,,,Unknown Animal,2,2,f2d233e3-80e3-433d-9687-e29ecc7a467a
Mammalia,,,,,Unknown Small Mammal,87,87,f2d233e3-80e3-433d-9687-e29ecc7a467a
Mammalia,Afrosoricida,Tenrecidae,Potamogale,velox,Giant Otter-shrew,633511,18095,6c33bbcb-6c8d-4a7a-9661-4284dc330cf6
Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,Common Tenrec,633515,40595,acb373eb-b197-4a6f-8a34-6fda0f2de869
Mammalia,Artiodactyla,Bovidae,Bos,,Domestic Cow,183838,15,aca65aaa-8c6d-4b69-94de-842b08b13bd6
Mammalia,Artiodactyla,Bovidae,Ovis,aries,Domestic Sheep,552475,9990004,0de8422e-f59d-4802-9e93-ab8559e43e55
Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,Dromedary Camel,625027,9990009,a4f23daa-a66d-483c-94d4-3132aea33283
Mammalia,Artiodactyla,Cervidae,Muntiacus,,Muntiacus species,73,73,a04c522f-8ca1-4c09-85b5-a0f29b8466a8
Mammalia,Artiodactyla,Suidae,Sus,scrofa,Domestic Pig,898310,9990002,d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b
Mammalia,Carnivora,,,,Unknown Large Weasel_Badger_Otter,16,16,eeeb5d26-2a47-4d01-a3de-10b33ec0aee4
Mammalia,Carnivora,,,,Unknown Small Weasel,17,17,eeeb5d26-2a47-4d01-a3de-10b33ec0aee4
Mammalia,Carnivora,,,,Unknown Mongoose,55,55,eeeb5d26-2a47-4d01-a3de-10b33ec0aee4
Mammalia,Carnivora,,,,Unknown Civet_Genet_Linsang,61,61,eeeb5d26-2a47-4d01-a3de-10b33ec0aee4
Mammalia,Carnivora,Ailuridae,Ailurus,fulgens,Red Panda,621846,714,7bef348d-37cf-4b5b-bf91-e4fe2dfc483c
Mammalia,Carnivora,Canidae,,,Unknown Canid,180594,19,3184697f-51ad-4608-9a28-9edb5500159c
Mammalia,Carnivora,Canidae,Atelocynus,microtis,Short-eared Dog,552773,6924,db136c93-8ac0-49c6-82f2-e3ab8d3c2be1
Mammalia,Carnivora,Canidae,Canis,,Domestic Dog,183815,18,d3d5325f-b055-4925-b875-5cd28af54215
Mammalia,Carnivora,Canidae,Canis,adustus,Side-striped Jackal,183819,3753,6209ed45-5ed5-46b7-9e9f-991ea0965692
Mammalia,Carnivora,Canidae,Canis,aureus,Golden Jackal,183817,3744,15abc3f7-7155-450e-a590-1730ee9a1adb
Mammalia,Carnivora,Canidae,Canis,latrans,Coyote,180599,3745,aaf3b049-36e6-46dd-9a07-8a580e9618b7
Mammalia,Carnivora,Canidae,Canis,lupus,Gray Wolf,180596,3746,ee8d5a89-f82e-4323-80e2-0ffc9487ebaf
Mammalia,Carnivora,Canidae,Canis,lupus,Dingo,726820,41585,ee8d5a89-f82e-4323-80e2-0ffc9487ebaf
Mammalia,Carnivora,Canidae,Canis,mesomelas,Black-backed Jackal,183818,3755,152e91ce-cadc-43ef-9d7a-084b7f752ebe
Mammalia,Carnivora,Canidae,Canis,rufus,Red Wolf,180600,3747,41f668c6-d78d-47c8-8008-4a619e82e46f
Mammalia,Carnivora,Canidae,Canis,simensis,Ethiopian Wolf,621851,3748,aac796be-f851-4254-8548-de2b27a0b0dc
Mammalia,Carnivora,Canidae,Cerdocyon,thous,Crab-eating Fox,183825,4248,a0d09a27-59c6-4a31-8b67-e0a6ec8c49f9
Mammalia,Carnivora,Canidae,Chrysocyon,brachyurus,Maned Wolf,183827,4819,a5105a31-78d8-4709-81d6-1aa6822ab86f
Mammalia,Carnivora,Canidae,Cuon,alpinus,Dhole,183831,5953,52674140-b07c-4a6e-9e2b-a48234018ef0
Mammalia,Carnivora,Canidae,Lycalopex,culpaeus,Culpeo,726270,6929,3b8b3ede-0f6d-41ba-877e-2d9304b80469
Mammalia,Carnivora,Canidae,Lycalopex,fulvipes,Darwin's Fox,726271,41586,72b40823-d0c8-49a6-ab3b-16842a08326e
Mammalia,Carnivora,Canidae,Lycalopex,griseus,Chilla,726272,6927,7a3f5fb1-8e10-44c8-b040-d0672788540c
Mammalia,Carnivora,Canidae,Lycalopex,gymnocercus,Pampas Fox,726273,6928,3c677016-e9e7-4c90-b6da-88de7bafd18a
Mammalia,Carnivora,Canidae,Lycalopex,sechurae,Sechuran Fox,726274,6925,4e6fd9b8-897f-4f0f-a6e7-88f37938b162
Mammalia,Carnivora,Canidae,Lycalopex,vetulus,Hoary Fox,726275,6926,2ed0c8d0-c194-43d0-be54-7e2b1215c795
Mammalia,Carnivora,Canidae,Lycaon,pictus,African Wild Dog,183833,12436,979cb74b-38b3-4d88-b828-c6091e64564a
Mammalia,Carnivora,Canidae,Nyctereutes,procyonoides,Racoon Dog,183821,14925,746d3e98-64af-4897-9cd3-c09b169a8c69
Mammalia,Carnivora,Canidae,Otocyon,megalotis,Bat-eared Fox,183835,15642,723584af-fbd4-4839-84be-cd89acacc070
Mammalia,Carnivora,Canidae,Speothos,venaticus,Bush Dog,183829,20468,38c8d8c6-483a-4c82-9c0d-ce16c0c1870f
Mammalia,Carnivora,Canidae,Urocyon,cinereoargenteus,Grey Fox,180609,22780,ffe603fc-4920-4302-96d0-65f708bd5b2d
Mammalia,Carnivora,Canidae,Urocyon,littoralis,Island Fox,180610,22781,cb553c4e-42c9-4fe0-9bd0-da2d6ed5bfa1
Mammalia,Carnivora,Canidae,Vulpes,bengalensis,Bengal Fox,621858,23049,8b4886cc-8e52-4fff-9660-0cd5a0df98e2
Mammalia,Carnivora,Canidae,Vulpes,cana,Blanford's Fox,621859,23050,10e7a770-7255-45de-86e1-f04b5604c5df
Mammalia,Carnivora,Canidae,Vulpes,chama,Cape Fox,621860,23060,8f617e2b-cd4b-46ec-8a87-aad0ef6978b6
Mammalia,Carnivora,Canidae,Vulpes,corsac,Corsac Fox,621861,23051,71d39652-ffb6-4a1d-a18e-335cf1e258c3
Mammalia,Carnivora,Canidae,Vulpes,ferrilata,Tibetan Fox,621862,23061,f5ed3a11-5f7c-4a4e-b731-d570d0732599
Mammalia,Carnivora,Canidae,Vulpes,lagopus,Arctic Fox,180602,899,495fac82-2698-4c3e-b783-4f2def72b14b
Mammalia,Carnivora,Canidae,Vulpes,macrotis,Kit Fox,180606,41587,4457a0c6-cb68-44c0-9c27-ad08abe57755
Mammalia,Carnivora,Canidae,Vulpes,pallida,Pale Fox,621863,23052,289e3440-7f11-486b-9021-55446ee11eb5
Mammalia,Carnivora,Canidae,Vulpes,rueppellii,RÃ¼ppel's Fox,621864,23053,19040231-a252-4db7-bc34-ec9b7758cec3
Mammalia,Carnivora,Canidae,Vulpes,velox,Swift Fox,180607,23059,f33491f9-621d-4870-8276-4f16d3d0b898
Mammalia,Carnivora,Canidae,Vulpes,vulpes,Red Fox,180604,23062,ac0e8ba7-7261-4d17-8645-11ed3d02165a
Mammalia,Carnivora,Canidae,Vulpes,zerda,Fennec Fox,621865,41588,6c5201ac-48f6-4ce9-a377-c9fc47a443ee
Mammalia,Carnivora,Eupleridae,Cryptoprocta,ferox,Fossa,621973,5760,49c5727a-c2ab-4942-925a-a6d4c28a1ce4
Mammalia,Carnivora,Eupleridae,Eupleres,goudotii,Eastern Falanouc,621974,68336601,2d25fb03-1d8e-4098-87c1-711fd1d0febd
Mammalia,Carnivora,Eupleridae,Eupleres,major,Western Falanouc,726599,39547,32822ac0-39b0-478d-9292-e35a1b6eb6e6
Mammalia,Carnivora,Eupleridae,Fossa,fossana,Malagasy Civet,621975,8668,0c41346b-a9ca-495b-a60b-3254b4e2401f
Mammalia,Carnivora,Eupleridae,Galidia,elegans,Malagasy Ring-tailed Mongoose,621875,39426,6360b80d-a613-4faf-a86d-57b72c966027
Mammalia,Carnivora,Eupleridae,Galidictis,fasciata,Broad-striped Mongoose,621876,8833,52594f48-f3e7-4299-8b79-adeed13d9819
Mammalia,Carnivora,Eupleridae,Galidictis,grandidieri,Giant-striped Mongoose,621877,8834,380ea992-1628-4965-8e4f-3c5085b6b882
Mammalia,Carnivora,Eupleridae,Mungotictis,decemlineata,Malagasy Narrow-striped Mongoose,621878,13923,88f63af5-d310-4285-8d26-825fc4dca2d0
Mammalia,Carnivora,Eupleridae,Salanoia,concolor,Brown-tailed Mongoose,621879,19852,0ca7a62e-45de-4066-b2aa-b8d48333714d
Mammalia,Carnivora,Felidae,,,Unknown Felid,180580,20,3184697f-51ad-4608-9a28-9edb5500159c
Mammalia,Carnivora,Felidae,Acinonyx,jubatus,Cheetah,183813,219,5a9b1344-2dd5-4162-9d85-77ee4648ad9c
Mammalia,Carnivora,Felidae,Caracal,aurata,African Golden Cat,552775,18306,99516caa-c7ca-41d9-998a-fcc9ee189dae
Mammalia,Carnivora,Felidae,Caracal,caracal,Caracal,552775,3847,2e0df4cb-9598-4ef4-bfdf-e0bb36923e39
Mammalia,Carnivora,Felidae,Catopuma,badia,Borneo Bay Cat,621866,4037,f572c983-bd1b-43b2-966d-3ce6e0bfc4c4
Mammalia,Carnivora,Felidae,Catopuma,temminckii,Asiatic Golden Cat,621867,4038,b30d4c91-3790-4e28-8127-da8783aab3a8
Mammalia,Carnivora,Felidae,Felis,,Domestic Cat,183798,65,bb2c0674-6b2b-430f-8762-df186ec71098
Mammalia,Carnivora,Felidae,Felis,bieti,Chinese Mountain Cat,183789,8539,14f46f2b-cbcf-4811-b15d-d8e6f4903e3b
Mammalia,Carnivora,Felidae,Felis,chaus,Jungle Cat,183802,8540,cb19ecc3-4f9b-42db-8445-a0d8e64927c6
Mammalia,Carnivora,Felidae,Felis,margarita,Sand Cat,183801,8541,e588253d-d61d-4149-a96c-8c245927a80f
Mammalia,Carnivora,Felidae,Felis,nigripes,Black-footed Cat,183800,8542,74811119-020b-44f3-a84f-f9d548913cf8
Mammalia,Carnivora,Felidae,Felis,silvestris,Wild Cat,180589,60354712,96debe9f-7452-42c9-87ae-2e6b37f78025
Mammalia,Carnivora,Felidae,Herpailurus,yagouaroundi,Jaguarundi,933451,9948,5bf1ea7e-141a-4cc2-92ac-5e20bf64b408
Mammalia,Carnivora,Felidae,Leopardus,colocolo,Pampas Cat,726251,15309,d72cc2b1-90a7-4585-98d7-772312176e5c
Mammalia,Carnivora,Felidae,Leopardus,geoffroyi,Geoffroy's Cat,726252,15310,922dd4b3-f4ed-4941-b916-5ffc2482ab4d
Mammalia,Carnivora,Felidae,Leopardus,guigna,GuiÅ„a,726253,15311,74df8823-eab4-4a00-ba22-e68d33516591
Mammalia,Carnivora,Felidae,Leopardus,jacobita,Andean Cat,621871,15452,5b1f0c9f-2368-443a-b51b-a8bee36e918e
Mammalia,Carnivora,Felidae,Leopardus,pardalis,Ocelot,552470,11509,22976d14-d424-4f18-a67a-d8e1689cefcc
Mammalia,Carnivora,Felidae,Leopardus,tigrinus,Northern Tiger Cat,621868,54012637,c5ae795b-300f-4cc7-99f7-e2c2d2810a87
Mammalia,Carnivora,Felidae,Leopardus,wiedii,Margay,552469,11511,442208b3-d712-412e-bfd3-430688698aa0
Mammalia,Carnivora,Felidae,Leptailurus,serval,Serval,552766,11638,573c85b2-4dac-406f-bcd2-ab2448fd234c
Mammalia,Carnivora,Felidae,Lynx,canadensis,Canada Lynx,180585,12518,11eaadc0-e38e-473f-be82-b97f0c0fc571
Mammalia,Carnivora,Felidae,Lynx,lynx,Eurasian Lynx,180584,12519,ea3fb6be-f489-4c8c-9002-bc2d0a22d007
Mammalia,Carnivora,Felidae,Lynx,pardinus,Iberian Lynx,621869,12520,20fde0f4-b2ea-47b4-b5ab-372ac0508b13
Mammalia,Carnivora,Felidae,Lynx,rufus,Bobcat,180582,12521,ba76d46e-25de-45e2-90a8-bd279b650f7c
Mammalia,Carnivora,Felidae,Neofelis,diardi,Sunda Clouded Leopard,183809,136603,7b892a46-d4f2-4a2d-8916-c2860c758be7
Mammalia,Carnivora,Felidae,Neofelis,nebulosa,Clouded Leopard,183809,14519,44e7f637-f8db-4252-9804-7c200fd6516c
Mammalia,Carnivora,Felidae,Otocolobus,manul,Pallas's Cat,552765,15640,9f52fa27-707e-4399-885b-f9ceded7e9bc
Mammalia,Carnivora,Felidae,Panthera,leo,Lion,183803,15951,ddf59264-185a-4d35-b647-2785792bdf54
Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,180593,15953,9b7fea59-cfa3-499c-a420-bcf36277dcd8
Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,183804,15954,aa73e0ac-973d-461d-914a-d2fa6e4b98a4
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,183805,15955,e1c6c5b2-b808-4d50-bf01-90aa46f964c2
Mammalia,Carnivora,Felidae,Panthera,uncia,Snow Leopard,183811,22732,07153810-54e6-4a5c-85a4-1968d82def4c
Mammalia,Carnivora,Felidae,Pardofelis,marmorata,Marbled Cat,621872,16218,feb7d405-71d9-4ae8-bf1a-f1d695dcf089
Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Leopard Cat,552763,18146,6f5cfe6e-4d2f-4a39-b7eb-cffe6aef7de1
Mammalia,Carnivora,Felidae,Prionailurus,planiceps,Flat-headed Cat,621873,18148,5bc51e7b-1e83-40c2-b99b-332a9913d612
Mammalia,Carnivora,Felidae,Prionailurus,rubiginosus,Rusty-spotted Cat,552774,18149,058b0cb9-82da-4aaf-9902-446d2c705525
Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,Fishing Cat,552770,18150,0a588511-2fd1-480f-80d1-ca38510aa705
Mammalia,Carnivora,Felidae,Puma,concolor,Puma,552479,18868,9c564562-9429-405c-8529-04cff7752282
Mammalia,Carnivora,Herpestidae,Atilax,paludinosus,Marsh Mongoose,621880,41590,0c721cf4-86b3-423d-b8a2-8276a66f2969
Mammalia,Carnivora,Herpestidae,Bdeogale,crassicauda,Bushy-tailed Mongoose,621881,41591,7ee8462e-c856-4ff3-89d0-13fe7a136150
Mammalia,Carnivora,Herpestidae,Bdeogale,jacksoni,Jackson's Mongoose,621882,2675,5bfd5bdb-ce3a-4cda-baa2-fa87e53f627d
Mammalia,Carnivora,Herpestidae,Bdeogale,nigripes,Black-footed Mogoose,621883,41592,cc281e22-fc61-46df-8b58-a5879de1db39
Mammalia,Carnivora,Herpestidae,Bdeogale,omnivora,Sokoke Bushy-tailed Mongoose,621881,136686,71c8cf57-4b84-4956-8ea8-40773ca0b255
Mammalia,Carnivora,Herpestidae,Crossarchus,alexandri,Alexander's Cusimanse,621884,41593,ad593700-c54e-419c-9647-aefae463faf6
Mammalia,Carnivora,Herpestidae,Crossarchus,ansorgei,Ansorge's Cusimanse,621885,41594,c57d193d-08a3-4ffe-a7b7-c990c0272be9
Mammalia,Carnivora,Herpestidae,Crossarchus,obscurus,Common Cusimanse,621886,41595,bc2b3bcd-a99d-4c80-8c5e-f844ed7e6524
Mammalia,Carnivora,Herpestidae,Crossarchus,platycephalus,Cameroon Cusimanse,726264,41596,4100eb50-3425-462f-8628-9e10db57d3b8
Mammalia,Carnivora,Herpestidae,Cynictis,penicillata,Yellow Mongoose,621887,41597,0d32fbce-678b-4de7-94d6-224f16426448
Mammalia,Carnivora,Herpestidae,Dologale,dybowskii,Pousargues' Mongoose,621888,41598,e6edec63-a3b0-4d56-813b-d5417f6e1fa2
Mammalia,Carnivora,Herpestidae,Helogale,hirtula,Somali Dwarf Mongoose,621889,41608,98537dab-14ed-4753-97ee-2ecdf5a6453d
Mammalia,Carnivora,Herpestidae,Helogale,parvula,Common Dwarf Mongoose,621890,41609,3e8412c2-8b79-4116-8cb1-a0ca3a8f856c
Mammalia,Carnivora,Herpestidae,Herpestes,auropunctatus,Small Indian Mongoose,180613,70204120,747bf4a3-5a55-4b03-8c6b-1f84c3d8064e
Mammalia,Carnivora,Herpestidae,Herpestes,brachyurus,Short-tailed Mongoose,621891,41610,e7457758-2838-4447-a4d0-d0bdb89165e2
Mammalia,Carnivora,Herpestidae,Herpestes,edwardsii,Indian Grey Mongoose,621892,41611,38d521d3-8be0-4885-b51e-1e31059483d8
Mammalia,Carnivora,Herpestidae,Herpestes,flavescens,Kaokoveld Slender Mongoose,622008,41599,43cab6ff-be27-4517-a6cb-ed2e5d93d854
Mammalia,Carnivora,Herpestidae,Herpestes,fuscus,Indian Brown Mongoose,726267,41612,b95d36d7-a48b-43ce-97c2-8dace10fa46a
